Start:
0.181818181818,0.272727272727,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.272727272727,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,
0.0,0.0909090909091,0.181818181818,0.0909090909091,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.181818181818,0.0,0.0,0.181818181818,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,
0.0,0.0,0.0909090909091,0.181818181818,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0909090909091,0.0,0.0909090909091,0.0909090909091,0.0909090909091,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,
Transition:
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
